Cas# /Accession#,Chemical Name
28069-72-9,"2,6-Nonadien-1-ol, -"
2807-30-9,Ethylene glycol Monopropyl ether
28088-63-3,Calcium xylene sulfonate
2809-21-4,"Phosphonic acid, bis-"
28098-03-5,"Octanoic acid, compd. with 2-aminoethanol "
28106-30-1,Ethylstyrene
28108-99-8,"Phosphoric acid, phenyl diphenyl ester"
2814-77-9,"2-Naphthalenol, 1-[2-diazenyl]-"
28140-60-5,"Benzenamine, N-[3--2-propen-1-ylidene]-, hydrochloride (1:1)"
28161-39-9,"1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7--, sodium salt (1:1), (1R,4aS,10aR)-"
28182-81-2,"Hexane, 1,6-diisocyanato-, homopolymer"
28188-24-1,"Octadecanoic acid, 2--2-[[(1-oxooctadecyl)oxy]methyl]-1,3-propanediyl ester"
28205-96-1,"2-Propenoic acid, 2-methyl-, polymer with 2-propenoic acid, sodium salt"
28214-91-7,"Naphthalenesulfonic acid, dinonyl-, lithium salt"
28219-61-6,Balinol
28249-77-6,Thiobencarb
2825-82-3,"4,7-Methano-1H-indene, octahydro-, -rel-"
28305-25-1,"Propanoic acid, 2-hydroxy-, calcium salt , (2S)-"
2832-40-8,"Acetamide, N-[4-[2-diazenyl]phenyl]-"
28324-52-9,"Hydroperoxide, 2,6,6-trimethylbicyclo[3.1.1]heptyl"
28348-53-0,Sodium cumene sulfonate
2835-06-5,"Benzeneacetic acid, .alpha.-amino-"
2835-68-9,4-Aminobenzamide
2836-32-0,"glycolic acid, sodium salt"
2837-89-0,"2-Chloro-1,1,1,2-tetrafluoroethane"
28390-91-2,"Benzenamine, 4,4'-methylenebis-, polymer with 2-oxirane"
28394-58-3,"Benzoic acid, 3,4-dichloro-, ethyl ester"
284-95-7,"2-Propenamide, N,N-dimethyl-"
2840-00-8,"4-Pyridinamine, 3,5-dichloro-2,6-difluoro-"
28407-37-6,Direct blue 218
2842-44-6,"Ethanol, 2-[methylamino]-"
284685-45-6,"Phosphinic acid, P,P-diethyl-, zinc salt "
28470-78-2,"Formaldehyde, polymer with 3-chloro-1-propene and phenol"
28472-97-1,"Nonanedioic acid, diisodecyl ester"
28473-19-0,"Decanedioic acid, 1,10-diisodecyl ester"
28473-21-4,Nonanol
28479-22-3,"Benzene, 2-chloro-4-isocyanato-1-methyl-"
28506-33-4,"2-Propenethioic acid, 2-methyl-, S-[3,3,4,4,5,5,6,6,7,7,8,8,9,10,10,10-hexadecafluoro-9-decyl] ester"
28510-23-8,"Hexanoic acid, 2-ethyl-, 2,2-dimethyl-1,3-propanediyl ester"
28514-92-3,"Phenol, 4--, polymer with ethyne"
28519-02-0,"Benzenesulfonic acid, dodecyl-, sodium salt (1:2)"
2855-13-2,Isophorone Diamine
2855-19-8,"1,2-Epoxydodecane"
2855-27-8,"Cyclohexane, 1,2,4-triethenyl-"
28553-12-0,Diisononyl phthalate
28554-31-6,"Poly, .alpha.-(2-hydroxy-3-sulfopropyl)-.omega.-[4-(1,1,3,3-tetramethylbutyl)phenoxy]-, sodium salt (1:1)"
286-20-4,7-Oxabicyclo 4.1.0 heptane
286-99-7,Cyclododecane epoxide
28629-66-5,"Zinc, bis-"
28631-63-2,"Benzenesulfonic acid, 2-(1-methylethyl)-"
28645-51-4,Oxacycloheptadec-10-en-2-one
28654-73-1,"Copper, [N,N,N',N',N'',N''-hexaethyl-29H,31H-phthalocyanine-C,C,C-trimethanaminato-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-"
28655-71-2,Heptachlorobiphenyl
2867-47-2,"N,N-Dimethylaminoethyl methacrylate"
28679-16-5,"Hexane, 1,6-diisocyanatotrimethyl-"
2868-37-3,"Cyclopropanecarboxylic acid, methyl ester"
287-92-3,Cyclopentane
28701-67-9,"1-Propanamine, 3--, acetate"
28705-46-6,"2H-1-Benzopyran-3-carboxylic acid, 7--2-oxo-, ethyl ester"
28706-25-4,"2-Naphthalenesulfonic acid, 7,7'-bis[4-hydroxy-3-[2-(6-sulfo-2-naphthalenyl)diazenyl]-, sodium salt (1:4)"
28706-33-4,"2-Naphthalenesulfonic acid, 7,7'-bis[4-hydroxy-3-[(2-methyl-4-sulfophenyl)azo]-, tetrasodium salt"
28724-32-5,"Poly, .alpha.,.alpha.'-[(methyloctadecyliminio)di-2,1-ethanediyl]bis[.omega.-hydroxy-, chloride (1:1)"
2873-97-4,Diacetone Acrylamide
28757-00-8,"Naphthalenesulfonic acid, bis-"
28768-32-3,"Oxiranemethanamine, N,N'-bis[N-(oxiranylmethyl)-"
28770-01-6,"3-Oxazolidineethanol, 2--"
28777-98-2,"2,5-Furandione, dihydro-3--"
28785-06-0,"Benzaldehyde, p-propyl-"
28788-68-3,"Cyclohexanemethanol, 1,2,2,3,3,4,4,5,5,6,6-undecafluoro-"
288-13-1,1H-Pyrazole
288-32-4,Imidazole
288-88-0,"1H-1,2,4-Triazole"
28805-58-5,"Butanedioic acid, octenyl-"
288260-42-4,"Alkanes, C22-30, chloro"
289-80-5,Pyridazine
28901-77-1,"Diphosphoric acid, dibutyl ester"
28901-96-4,"Cuprate, [29H,31H-phthalocyanine-C-sulfonato(3-)-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, hydrogen"
28908-00-1,"Benzothiazole, 2-[thio]-"
28928-97-4,"2,5-Furandione, dihydro-3--"
2893-78-9,"1,3,5-Triazine-2,4,6-trione, 1,3-dichloro-, sodium salt"
2893-80-3,"Disodium;-3-[[4-[4-[(2E)-2-[(5E)-4,6-dioxo-5-[(4-sulfonatophenyl)hydrazinylidene]cyclohex-2-en-1-ylidene]hydrazinyl]phenyl]phenyl]hydrazinylidene]-6-oxocyclohexa-1,4-diene-1-carboxylate"
28931-67-1,"2-Propenoic acid, 2-methyl-, 1,1'-[2-ethyl-2-[[oxy]methyl]-1,3-propanediyl] ester, polymer with methyl 2-methyl-2-propenoate"
28940-11-6,Calone
28947-77-5,"1-Hexadecanamine, N,N-dihexadecyl-"
2896-70-0,"1-Piperidinyloxy, 2,2,6,6-Tetramethyl-4-Oxo-"
28961-43-5,"Poly, .alpha.-hydro-.omega.-[(1-oxo-2-propen-1-yl)oxy]-, ether with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol (3:1)"
2897-60-1,"Silane, diethoxymethyl[3-propyl]-"
289711-48-4,"Alkanes, C10-24-branched"
289711-49-5,"Alkanes, C10-24"
28983-56-4,C.I. Acid Blue 93
28984-69-2,"4,4-Oxazoledimethanol, 2-(heptadecenyl)-"
28987-17-9,"Phenol, nonyl-, barium salt"
29036-02-0,Quaterphenyl
290364-23-7,"2-Propen-1-amine, compds. with polyethylene glycol hydrogen sulfate C10-16-alkyl ethers"
290364-24-8,"Sulfuric acid, mono-C10-16-alkyl esters, compds. with 2-propen-1-amine"
2905-62-6,"Benzoyl chloride, 3,5-dichloro-"
29081-56-9,"Azanium;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonate"
29082-74-4,Octachlorostyrene
29087-71-6,"Propane, 1,1,1,2,2,3,3-heptafluoro-3-[oxy]-, polymer with ethene and 1,1,2,2-tetrafluoroethene"
29091-20-1,"Benzenamine, 3-chloro-2,6-dinitro-N,N-dipropyl-4--"
29117-08-6,"N-Ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-[2-ethyl]-1-octanesulfonamide"
29118-24-9,"1-Propene, 1,3,3,3-tetrafluoro-, -"
29122-68-7,"Benzeneacetamide, 4-[2-hydroxy-3-[amino]propoxy]-"
29126-51-0,"Pentanedioic acid, dilithium salt"
29132-58-9,"2-Butenedioic acid -, polymer with 2-propenoic acid"
2915-52-8,"2-Butenedioic acid -, 1,4-didodecyl ester"
2915-53-9,"2-Butenedioic acid -, dioctyl ester"
2915-57-3,"Butanedioic acid, 1,4-bis ester"
2915-72-2,"Benzoic acid, dodecyl ester"
29169-64-0,"Benzeneacetyl chloride, ?--, (?R)-"
2917-94-4,"Ethanesulfonic acid, 2-[2-[2-[4-phenoxy]ethoxy]ethoxy]-, sodium salt"
29171-20-8,"6-Octen-1-yn-3-ol, 3,7-dimethyl-"
2921-88-2,Chlorpyrifos
29225-91-0,"1,1'-Biphenyl, tris-"
2923-26-4,"Hexanoic acid, 2,2,3,3,4,4,5,5,6,6,6-undecafluoro-, sodium salt "
2923-28-6,"Methanesulfonic acid, 1,1,1-trifluoro-, silver salt (1:1)"
2923-93-5,"Hexanamide, 2-[2,4-bisphenoxy]-N-[4-[(2,2,3,3,4,4,4-heptafluoro-1-oxobutyl)amino]-3-hydroxyphenyl]-"
29232-93-7,Pirimiphos-methyl
29240-17-3,"Propaneperoxoic acid, 2,2-dimethyl-, 1,1-dimethylpropyl ester"
29240-49-3,"Perfluorohexylsulfonate, potassium salt"
2927-83-5,"Propanoyl fluoride, 2,3,3,3-tetrafluoro-2--"
292849-36-6,"Nitric acid, reaction products with cyclododecanol and cyclododecanone, by-products from, high-boiling fraction, compds. with 2-ethanol"
2929-95-5,"Zinc, bis[O,O-bis phosphorodithioato-.kappa.S,.kappa.S']-, (T-4)-"
29317-52-0,"1-Propanamine, 3--"
29320-38-5,"Ethane, 1,2-dichloro-, polymer with ammonia"
29329-71-3,"Phosphonic acid, bis-, sodium salt"
2934-05-6,"Phenol, 2,4-diisopropyl-"
2934-07-8,"2,4,6-Triisopropylphenol"
29340-81-6,"2,2',2''-Nitrilotriethanol citrate"
2935-90-2,Methyl 3-mercaptopropionate
29385-43-1,"1H-Benzotriazole, 4-methyl-"
29387-86-8,Propylene glycol monobutyl ether
294-62-2,Cyclododecane
294-93-9,"1,4,7,10-Tetraoxacyclododecane"
2941-64-2,"Carbonochloridothioic acid, S-ethyl ester"
29420-49-3,"1-Butanesulfonic acid, 1,1,2,2,3,3,4,4,4-nonafluoro-, potassium salt"
2943-75-1,"Silane, triethoxyoctyl-"
29450-45-1,MCPA-2-ethylhexyl
29457-72-5,"Lithium;1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonate"
2948-46-1,"1,4-Benzenedimethanol, .alpha.1,.alpha.1,.alpha.4,.alpha.4-tetramethyl-"
29508-45-0,"Ethanaminium, N-ethyl-N,N-dimethyl-, chloride "
29512-49-0,"Spiro[isobenzofuran-1,9'-[9H]xanthen]-3-one, 6'-(diethylamino)-3'-methyl-2'-(phenylamino)-"
29514-94-1,"Ethanesulfonyl fluoride, 1,1,2,2-tetrafluoro-2-[oxy]-"
2956-12-9,"Carbonodithioic acid, O-pentyl S- ester"
29570-58-9,"2-Propenoic acid, 2-[[3-[oxy]-2,2-bis[[(1-oxo-2-propenyl)oxy]methyl]propoxy]methyl]-2-[[(1-oxo-2-propenyl)oxy]methyl]-1,3-propanediyl ester"
29590-42-9,"2-Propenoic acid, isooctyl ester"
29598-76-3,"Propanoic acid, 3--, 2,2-bis[[3-(dodecylthio)-1-oxopropoxy]methyl]-1,3-propanediyl ester"
29637-52-3,"Benzenesulfonic acid, 2,2'-bis[5-[[4-[(3-amino-3-oxopropyl)(2-hydroxyethyl)amino]-6-[(4-sulfophenyl)amino]-1,3,5-triazin-2-yl]amino]-, sodium salt (1:4)"
29638-69-5,Potassium antimonate
2965-52-8,"Bis[2-[ethylamino]ethyl] hydrogen phosphate"
29658-97-7,"Butanedioic acid, dodecenyl-"
2966-44-1,"Benzoic acid, 2--, sodium salt (1:1)"
29690-82-2,"Formaldehyde, polymer with oxirane and 2-methylphenol"
2971-38-2,"2,4-D chlorocrotyl ester"
29710-25-6,"Octadecanoic acid, 12-hydroxy-, 2-ethylhexyl ester"
29710-31-4,"Octanoic acid, hexadecyl ester"
29710-34-7,"Decanoic acid, hexadecyl ester"
297175-71-4,"Sulfonic acids, C8-20-alkane, .gamma.-.omega.-perfluoro, compds. with triethylamine"
29730-67-4,Docosene
29733-71-9,"Benzene, trichlorodifluoro-"
29736-24-1,"Acetic acid, 2-hydroxy-2-sulfo-, sodium salt "
29736-75-2,"2,5,7,10,11,14-Hexaoxa-1,6-distibabicyclo[4.4.4]tetradecane"
2974-90-5,"3,4'-Dichlorobiphenyl"
2974-92-7,"3,4-Dichlorobiphenyl"
29761-21-5,Isodecyl Diphenyl phosphate
297730-93-9,"Hexane, 3-ethoxy-1,1,1,2,3,4,4,5,5,6,6,6-dodecafluoro-2--"
297780-06-8,"Methyl 2--1,3,5triazin-2yl)amino)carbonyl)amino)s ulfonyl)benzoate *2"
2978-58-7,"3-Butyn-2-amine, 2-methyl-"
29797-40-8,"Benzene, dichloromethyl-"
298-00-0,Methyl parathion
298-04-4,Disulfoton
298-06-6,"Phosphorodithioic acid, O,O-diethyl ester"
298-07-7,Bisphosphate
298-12-4,Glyoxylic acid
298-14-6,Potassium bicarbonate
298-24-6,298-24-6
298-46-4,"5H-Dibenz[b,f]azepine-5-carboxamide"
2980-64-5,"Phenol, 2-methyl-4,6-dinitro-, ammonium salt"
29801-56-9,"1-Octanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-, ammonium salt "
29806-73-3,"Hexadecanoic acid, 2-ethylhexyl ester"
29809-34-5,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,19,19,20,20-Hentetracontafluoro-20-iodoicosane"
29809-35-6,Heptatriacontafluoro-18-iodooctadecane
2983-37-1,"Hexanoic acid, 2-ethyl-, ethyl ester"
29836-26-8,Octyl-beta-D-glucoside
2984-40-9,"1-Butene, 1,3,4,4-tetrachloro-"
2985-59-3,"Methanone, [4--2-hydroxyphenyl]phenyl-"
2986-54-1,"Cyclododecane, methoxy-"
29860-47-7,"1,3-Propanediol, 2-ethyl-2--, polymer with oxirane"
29870-32-4,"Ethanol, 2,2'-iminobis-, phosphate "
29887-08-9,"9,10-Anthracenedione, 1,4-bis[amino]-"
299-27-4,Potassium gluconate
299-28-5,Calcium gluconate
299-29-6,"Iron, bis-"
2991-28-8,"Benzoic acid, 2,5-difluoro-"
2991-50-6,"2-[Ethylamino]acetic acid"
2991-51-7,"Potassium;2-[ethylamino]acetate"
2991-52-8,"Azanium;2-[ethylamino]acetate"
29911-27-1,Dipropylene glycol propyl ether
29911-28-2,Dipropylene glycol monobutyl ether
29920-31-8,"1,3-Benzenedicarboxylic acid, 5-[2-[1-[[amino]carbonyl]-2-oxopropyl]diazenyl]-, 1,3-dimethyl ester"
29923-31-7,Sodium lauroyl glutamate
2994-71-0,"Cyclobutane, 1,1,2,2,3,4-hexafluoro-3,4-bis-"
2996-92-1,"Silane, trimethoxyphenyl-"
29964-84-9,Isodecyl Methacrylate
2997-45-7,"Dibenz[a,e]acephenanthrylene"
2997-85-5,"2-Butenedioic acid -, 1,4-dioctyl ester"
2997-92-4,"Propanimidamide, 2,2'-azobis[2-methyl-, dihydrochloride"
300-76-5,Naled
300-92-5,Aluminum distearate
30007-47-7,"1,3-Dioxane, 5-bromo-5-nitro-"
3001-61-4,"2-Imidazolidinone, 4,5-dihydroxy-1,3-bis-"
3001-63-6,"1-Octadecanaminium, N--N,N-dimethyl-, chloride (1:1)"
30025-38-8,"Propanol, -"
30030-25-2,"Benzene, ethenyl-"
300371-33-9,"1H-Indene-ar-propanal, 2,3-dihydro-1,1-dimethyl-"
300371-38-4,"Formaldehyde, polymer with 2-oxirane and phenol, reaction products with 6H-dibenz[c,e][1,2]oxaphosphorin 6-oxide"
3004-93-1,2-Methyloctanoic acid
30046-31-2,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12-pentacosafluoro-14-iodotetradecane"
30050-69-2,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with ethenylbenzene and benzene"
3006-15-3,Bis sodium sulfosuccinate
3006-82-4,"Hexaneperoxoic acid, 2-ethyl-, 1,1-dimethylethyl ester"
3006-86-8,"Peroxide, cyclohexylidenebis["
3006-93-7,"N,N'-m-Phenylenedimaleimide"
3007-53-2,"Dodecanamide, N,N-dimethyl-"
300711-92-6,"Octadecanoic acid, methyl ester, reaction products with 1--2,2,6,6-tetramethyl-4-piperidinol"
3008-50-2,"Octanoic acid, 2,2-bis oxy methyl -1,3-propanediyl ester"
301-00-8,"9,12,15-Octadecatrienoic acid, methyl ester, -"
301-02-0,"9-Octadecenamide, -"
301-04-2,Lead acetate
301-10-0,"Hexanoic acid, 2-ethyl-, tin salt"
301-12-2,Oxydemeton-methyl
301-13-3,"Phosphorous acid, tris ester"
3010-96-6,"2,2,4,4-Tetramethyl-1,3-cyclobutanediol"
30113-45-2,"1-Propanamine, 3--"
3012-65-5,Ammonium monohydrogen citrate
30125-47-4,"1H-Isoindole-1,3-dione, 4,5,6,7-tetrachloro-2-[2-(4,5,6,7-tetrachloro-2,3-dihydro-1,3-dioxo-1H-inden-2-yl)-8-quinolinyl]-"
30145-51-8,"2-Propenoic acid, 3-[2,2-dimethyl-1-oxo-3-[oxy]propoxy]-2,2-dimethylpropyl ester"
3015-65-4,"Tetradecanamide, N,N-dimethyl-"
3016-76-0,"1,2-Benzenedicarboxylic acid, 4,4'-[2,2,2-trifluoro-1-ethylidene]bis-"
302-01-2,Hydrazine
302-17-0,"1,1-Ethanediol, 2,2,2-trichloro-"
302-33-0,"Benzeneacetic acid, .alpha.-phenyl-.alpha.-propyl-, 2-ethyl ester"
302-79-4,Retinoic acid
30207-98-8,Undecanol
3021-02-1,"5,5'-Bi-2H-tetrazole, ammonium salt "
3025-88-5,"Hydroperoxide, 1,1'-bis-"
30254-88-5,"2,5-Dimethylhexane-2,5-dihydroperoxide"
3026-22-0,"Benzoic acid, cadmium salt"
3026-81-1,"Ethanol, 2,2'-[bis(thio)]bis-"
3027-21-2,"Silane, dimethoxymethylphenyl-"
302790-70-1,"Boric acid , mixed 2-[2-(2-methoxyethoxy)ethoxy]ethyl and 3,6,9,12-tetraoxatridec-1-yl triesters"
303-04-8,"2-Butene, 2,3-dichloro-1,1,1,4,4,4-hexafluoro-"
303-98-0,Ubidecarenone
3030-47-5,"1,2-Ethanediamine, N-[2-ethyl]-N,N',N'-trimethyl-"
30304-41-7,"Phenol, dodecyl-, hydrogen phosphorodithioate"
3031-66-1,"3-Hexyne-2,5-diol"
3033-62-3,"Ethanamine, 2,2'-oxybis[N,N-dimethyl-"
3033-77-0,"Oxiranemethanaminium, N,N,N-trimethyl-, chloride"
30334-69-1,Perfluorobutylsulfonamide
30346-73-7,Potassium xylene sulfonate
30364-51-3,Sodium myristol sarcosinate
30374-01-7,"Propanoic acid, 3-mercapto-, isooctyl ester"
30374-35-7,"1,3-Propanediol, 2,2-bis-, polymer with methyloxirane and oxirane"
30381-98-7,"Azanium;bis[2-[ethylamino]ethyl] phosphate"
3039-83-6,"Ethenesulfonic acid, sodium salt"
30396-50-0,"2-Propenenitrile, polymer with ethene, ethenylbenzene, 1-propene and 3a,4,7,7a-tetrahydro-4,7-methano-1H-i ndene"
30399-84-9,Isooctadecanoic acid
304-17-6,"1H-Isoindole-1,3-dione, 2-(1-methylethyl)-"
3040-44-6,1-Piperidineethanol
3041-23-4,"Aluminum, trioctadecyl-"
30424-08-9,Acetic acid;[2-[[2-[amino]-2-oxoethyl]amino]-2-oxoethyl]4-(diaminomethylideneamino)benzoate
3047-32-3,3-Ethyl-3-oxetanemethanol
3047-33-4,"1,3,5-Triazine-2,4,6-trione, sodium salt (1:3)"
3048-64-4,"Bicyclo[2.2.1]hept-2-ene, 5-ethenyl-"
3048-65-5,"1H-Indene, 3a,4,7,7a-tetrahydro-"
304855-14-9,"Carbamic acid, N--, 2-[2-(2-butoxyethoxy)ethoxy]ethyl ester"
30486-37-4,"Vanadium, dihydroxyoxo-"
3049-71-6,"Anthra[2,1,9-def:6,5,10-d'e'f']diisoquinoline-1,3,8,10-tetrone, 2,9-bis[4-(phenylazo)phenyl]-"
30499-70-8,"1,3-Propanediol, 2-ethyl-2--, polymer with (chloromethyl)oxirane"
3050-88-2,"Phenol, 4-nonyl-, phosphite "
3052-70-8,"Peroxide, 1,1'-bis[2-(1,1-dimethylpropyl)"
30525-89-4,Paraformaldehyde
30526-22-8,"Benzenesulfonic acid, methyl-, potassium salt"
3055-94-5,Dodecyl triethylene glycol ether
3055-95-6,"3,6,9,12,15-Pentaoxaheptacosan-1-ol"
30558-43-1,"Ethanimidothioic acid, 2--N-hydroxy-2-oxo-, methyl ester"
30560-19-1,Acephate
305815-63-8,"2-Propanol, 2-[methyl]-1,1,1,3,3,3-hexafluoro-"
30583-72-3,"Epoxy resin, cured"
30599-15-6,"1,3-Propanediol, 2,2-bis-, polymer with oxirane"
306-44-5,"Propanal, 2-oxo-, 1-oxime"
306-83-2,"1,1,1-Trifluoro-2,2-Dichloroethane"
306-91-2,"Phenanthrene, 1,1,2,2,3,3,4,4,4a,4b,5,5,6,6,7,7,8,8,8a,9,9,10,10,10a-tetracosafluorotetradecahydro-"
306-92-3,"Naphthalene, 1,1,2,2,3,3,4,4,4a,5,5,6,6,7,7,8,8a-heptadecafluorodecahydro-8--"
306-94-5,"Naphthalene, 1,1,2,2,3,3,4,4,4a,5,5,6,6,7,7,8,8,8a-octadecafluorodecahydro-"
3061-75-4,Docosanamide
30618-84-9,"Acetic acid, 2-mercapto-, monoester with 1,2,3-propanetriol"
3065-71-2,"Thiazolium, 3-ethyl-2-[3--1-propen-1-yl]-4,5-dihydro-, iodide (1:1)"
3065-87-0,"9,10-Anthracenedione, 1,5-dihydroxy-4-nitro-8--"
30674-80-7,"2-Propenoic acid, 2-methyl-, 2-isocyanatoethyl ester"
3068-39-1,"Xanthylium, 3,6-bis-9-[2-(methoxycarbonyl)phenyl]-2,7-dimethyl-, chloride"
3068-76-6,"Benzenamine, N-[3-propyl]-"
3069-19-0,Hexyltrimethoxysilane
3069-29-2,"1,2-Ethanediamine, N-[3-propyl]-"
3069-40-7,Trimethoxyoctylsilane
30697-40-6,"1,2-Benzenedicarboxylic acid, mono[2-[oxy]ethyl] ester"
306973-46-6,"Fatty acids, linseed-oil, dimers, 2-[[sulfonyl]methylamino]ethyl esters"
306973-47-7,"Sulfonamides, C4-8-alkane, perfluoro, N--N-methyl, reaction products with 12-hydroxyoctadecanoic acid and 2,4-TDI, ammonium salts"
306974-19-6,"Sulfonamides, C4-8-alkane, perfluoro, N-methyl-N-[methyl]"
306974-28-7,"Siloxanes and Silicones, di-Me, mono[3-[oxy]propyl group]-terminated, polymers with 2-[methyl[(perfluoro-C4-8-alkyl)sulfonyl]amino]ethyl acrylate and stearyl methacrylate"
306974-45-8,"Sulfonic acids, C6-8-alkane, perfluoro, compds. with polyethylene-polypropylene glycol bis ether"
306974-63-0,"Fatty acids, C18-unsatd., dimers, 2-[methyl[sulfonyl]amino]ethyl esters"
306975-56-4,"Propanoic acid, 3-hydroxy-2--2-methyl-, polymer with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and N,N',2-tris(6-isocyanatohexyl)imidodicarbonic diamide, reaction products with N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-1-octanesulfonamide and N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-(2-hydroxyethyl)-1-heptanesulfonamide, compds. with triethylamine"
306975-57-5,"Propanoic acid, 3-hydroxy-2--2-methyl-, polymer with 1,1'-methylenebis[4-isocyanatobenzene] and 1,2,3-propanetriol, reaction products with N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-1-octanesulfonamide and N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-(2-hydroxyethyl)-1-heptanesulfonamide, compds. with morpholine"
306975-62-2,"2-Propenoic acid, 2-methyl-, dodecyl ester, polymers with 2-[methyl[sulfonyl]amino]ethyl acrylate and vinylidene chloride"
306975-84-8,"Poly, .alpha.-hydro-.omega.-hydroxy-, polymer with 1,6-diisocyanatohexane, N-(hydroxyethyl)-N-methylperfluoro-C4-8-alkanesulfonamides-blocked"
306975-85-9,"2-Propenoic acid, 2-methyl-, dodecyl ester, polymers with N--2-propenamide, 2-[methyl[(perfluoro-C4-8-alkyl)sulfonyl]amino]ethyl methacrylate, stearyl methacrylate and vinylidene chloride"
306976-25-0,"1-Hexadecanaminium, N,N-dimethyl-N-[2-[oxy]ethyl]-, bromide (1:1), polymers with Bu acrylate, Bu methacrylate and 2-[methyl[(perfluoro-C4-8-alkyl)sulfonyl]amino]ethyl acrylate"
306976-55-6,"2-Propenoic acid, 2-methyl-, 2-methylpropyl ester, polymer with 2,4-diisocyanato-1-methylbenzene, 2-ethyl-2--1,3-propanediol and 2-propenoic acid, N-ethyl-N-(hydroxyethyl)perfluoro-C4-8-alkanesulfonamides-blocked"
306977-10-6,"2-Propenoic acid, 2-methyl-, 2-ethyl ester, telomer with 2-[ethyl[(perfluoro-C4-8-alkyl)sulfonyl]amino]ethyl methacrylate and 1-octanethiol, N-oxides"
306977-58-2,"2-Propenoic acid, 2-methyl-, 3-propyl ester, polymers with acrylic acid, 2-[methyl[(perfluoro-C4-8-alkyl)sulfonyl]amino]ethyl acrylate and propylene glycol monoacrylate, hydrolyzed, compds. with 2,2'-(methylimino)bis[ethanol]"
306978-04-1,"2-Propenoic acid, butyl ester, polymers with acrylamide, 2-[methyl[sulfonyl]amino]ethyl acrylate and vinylidene chloride"
306978-65-4,"Hexane, 1,6-diisocyanato-, homopolymer, N--N-methylperfluoro-C4-8-alkanesulfonamides- and stearyl alc.-blocked"
306979-40-8,"Poly, .alpha.-[2-(methylamino)ethyl]-.omega.-[(1,1,3,3-tetramethylbutyl)phenoxy]-, N-[(perfluoro-C4-8-alkyl)sulfonyl] derivs."
306980-27-8,"Sulfonamides, C4-8-alkane, perfluoro, N,N'-[1,6-hexanediylbis[methylene]]bis[N-methyl-"
307-24-4,"Hexanoic acid, 2,2,3,3,4,4,5,5,6,6,6-undecafluoro-"
307-30-2,"1-Octanol, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-"
307-34-6,"Octane, 1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-octadecafluoro-"
307-35-7,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluorooctane-1-sulfonyl fluoride"
307-51-7,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Henicosafluoro-1-decanesulfonyl fluoride"
307-55-1,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-tricosafluorododecanoic acid"
307-60-8,"Dodecane, 1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12-pentacosafluoro-12-iodo-"
307-63-1,"Tetradecane, 1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14-nonacosafluoro-14-iodo-"
307-70-0,"1H,1H,11H-Eicosafluoro-1-undecanol"
307-71-1,"Potassium 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-eicosafluoroundecanoate"
307-98-2,"2-Propenoic acid, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctyl ester"
30707-77-8,"3H-Pyrazol-3-one, 2--2,4-dihydro-5-(1-pyrrolidinyl)-"
30718-90-2,"Glycine, N-[2-[bisamino]ethyl]-N-( 2-hydroxyethyl)-, sodium salt (1:2)"
